Country Name,Indicator Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Angola,CO2 emissions from gaseous fuel consumption (kt),1048.762,1067.097,1085.432,1048.762,1085.432,990.09,1158.772,1217.444,1441.131,1250.447,1305.452,1595.145,1272.449,1290.784,1371.458,1404.461,1422.796,766.403,579.386,1441.131,1496.136,,,,,,
Angola,CO2 intensity (kg per kg of oil equivalent energy use),1.744989578,1.755693919,1.706115396,1.807174095,1.720388833,1.719817601,1.734306311,2.125223703,2.212426681,2.161199619,2.200189796,2.382126325,2.349681294,2.340569097,2.344727548,2.331088467,2.181169291,2.363496041,2.3601584,,,,,,,,
Angola,Energy use (kg of oil equivalent per capita),454.6034825,449.2672589,433.6774244,441.0552543,438.5877643,443.0877698,448.3456086,467.5701882,464.4864386,433.1856337,458.5111153,471.5967013,492.0718795,515.3683584,520.7853388,520.9536739,550.6013667,531.0822633,540.8641156,,,,,,,,
Angola,Electric power consumption (kWh per capita),51.17027674,69.32888696,73.2745471,71.89324917,75.27115611,82.63688638,86.03494183,95.83796201,87.47477842,109.1977007,144.6260702,133.2396989,172.4175925,189.3132094,206.3842586,206.6852326,218.5539218,278.808255,310.0816685,,,,,,,,
Angola,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",99.75614245,95.0168108,90.53017276,93.05925884,92.75656497,92.92930857,85.53242163,89.61763289,83.10371538,69.81697756,68.67002542,64.24682768,62.55534551,67.40238403,67.7239895,67.98045516,68.73023638,65.56831135,66.09473762,,,,,,,,
Angola,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Angola,"Electricity production from renewable sources, excluding hydroelectric (kWh)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Angola,Electricity production from oil sources (% of total),10.01945525,23.64746946,19.57511381,33.03370787,36.88581315,37.91208791,35.2407932,37.79448622,21.59498208,20.35175879,19.38898972,22.3811004,24.59095284,34.65681098,32.04257662,29.09219607,39.2005158,41.97906524,46.82489451,46.82507169,,,,,,,
Angola,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Angola,Electricity production from natural gas sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Angola,Electricity production from hydroelectric sources (% of total),89.98054475,76.35253054,80.42488619,66.96629213,63.11418685,62.08791209,64.7592068,62.20551378,78.40501792,79.64824121,80.61101028,77.6188996,75.40904716,65.34318902,67.95742338,70.90780393,60.7994842,58.02093476,53.17510549,53.17492831,,,,,,,
Angola,Electricity production from coal sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Angola,"Foreign direct investment, net inflows (% of GDP)",2.398829075,5.382318076,17.12159065,40.16725096,9.62386631,24.00907534,11.40619182,20.08101439,9.32923924,-3.526657165,-0.072000996,-1.368762391,1.896313901,3.13666067,-3.950097761,-2.763035293,-1.171719166,-5.337281076,2.664963835,11.49770191,-0.360184289,-10.72495055,-8.299051356,-5.913333383,-3.715002553,-6.630262167,-6.183515029
Angola,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,Forest area (% of land area),62.83009385,62.70543114,62.58076843,62.45610572,62.33144301,61.88621882,61.44099463,60.99577043,60.55054624,60.10532205,59.66009786,59.21487367,58.76964947,58.32442528,57.87920109,57.4339761,56.9887511,56.54352611,56.09830111,55.65307612,55.20784471,54.76262934,54.31740595,53.87217454,53.42695115,52.98172239,
Angola,Forest area (sq. km),783302.78,781748.61,780194.44,778640.27,777086.1,771535.49,765984.88,760434.27,754883.66,749333.05,743782.44,738231.83,732681.22,727130.61,721580,716029.38,710478.76,704928.14,699377.52,693826.9,688276.2,682725.7,677175.1,671624.4,666073.8,660523.133,
Angola,Land area where elevation is below 5 meters (% of total land area),,,,,0.160554592,,,,,,,,,,,,,,,0.160554592,,,,,,,
Arab World,"Community health workers (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Mortality rate, under-5 (per 1,000 live births)",68.05276174,66.00173159,63.97077504,62.02634998,59.99941177,57.98771687,56.16427939,54.33391495,52.61523093,50.95796022,49.37039858,47.53304413,45.85336357,44.30384006,42.7782778,41.58257979,41.25852556,40.5784292,39.67262702,38.76194648,38.18307146,36.90506819,36.40498461,35.72550307,34.8094619,34.45451133,
Arab World,"Agriculture, forestry, and fishing, value added (% of GDP)",10.45432126,9.877334554,11.15594546,9.735452115,8.693304145,9.340219734,9.397170275,9.011771632,8.092977096,7.116350259,6.948911735,6.800744955,6.176807881,7.781178182,7.064173946,5.42697954,4.949507204,4.981030752,5.26237814,5.941280325,5.8687696,5.502759395,4.604402334,4.877442463,5.470668839,4.858737731,4.238635838
Arab World,CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,2.66,2.62,2.64,2.66,2.68,2.66,2.66,2.64,2.64,2.64,2.62,2.62,2.4,2.54,2.45,2.433333333,2.35,2.3
Arab World,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Marine protected areas (% of territorial waters),,,,,,,,,,,,,,,,,,,,,3.982937454,4.061909075,4.061909075,4.06265755,3.643263525,3.647662529,
Arab World,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,,,,,,,183.8127332,181.0165506,183.9132632,203.7255493,195.9904591,216.4315203,216.4597173,,
Arab World,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Methane emissions (% change from 1990),16.55371441,21.70860541,24.32193891,29.3990758,34.93153098,34.71063385,37.81575963,43.73687028,48.21291838,55.39135962,65.90718546,82.72061214,78.55168587,79.54586554,83.26829015,85.37717067,87.48604721,,,,,,,,,,
Arab World,Methane emissions (kt of CO2 equivalent),488128.9675,504045.5401,519382.2789,526284.0476,548484.6152,540976.8793,541270.5305,564272.339,577327.8592,596684.3271,605790.4047,608413.3008,620362.1553,606708.0097,621596.7051,605712.1866,652341.8252,636022.0263,627157.0923,634690.8434,654705.6582,670315.5955,685632.6403,694250.4501,649060.9874,,
Arab World,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,CO2 emissions from solid fuel consumption (% of total),1.64406676,1.451526038,1.598524942,1.532335066,1.703239218,1.866612703,1.924330873,1.807950403,1.76930462,1.732867869,1.747910233,1.674884843,1.551281166,1.300755199,1.421557735,1.07167777,1.217566749,1.28603144,1.519566366,1.450001074,1.408181347,,,,,,
Arab World,CO2 emissions from solid fuel consumption (kt),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,CO2 emissions (kg per 2017 PPP $ of GDP),0.314144167,0.315667304,0.301734194,0.299808945,0.293570616,0.304377369,0.312829847,0.307214133,0.298567936,0.302510559,0.301142919,0.299887266,0.306967975,0.315611119,0.319741932,0.315804815,0.319201742,0.317010689,0.320028693,0.314557425,0.306000582,0.303556821,0.292810642,0.29120412,0.291767032,,
Arab World,CO2 emissions (kg per PPP $ of GDP),0.376898344,0.372116486,0.350547139,0.343300827,0.327711227,0.332663199,0.337532933,0.327373061,0.3077616,0.302441982,0.292133126,0.283776038,0.284947113,0.291402394,0.291393256,0.280663212,0.276147171,0.276205587,0.284119741,0.31462817,0.321097118,0.303556821,0.285936559,0.279356295,0.27629095,,
Arab World,CO2 emissions (metric tons per capita),3.202337188,3.280784693,3.22404742,3.194447588,3.253567467,3.357638217,3.396585112,3.424829362,3.532319095,3.687724279,3.787710894,3.84041875,4.041063006,4.068963119,4.208452772,4.209483864,4.40120853,4.386230744,4.439510778,4.450524609,4.402999306,4.350683678,4.222333042,4.181158003,3.929077744,,
Arab World,CO2 emissions from liquid fuel consumption (% of total),61.02058165,58.00530021,59.95515035,60.42297541,70.18587163,66.22068393,61.35621375,66.30902519,68.14311813,62.16278056,62.3991894,56.48078342,58.00139826,60.15084939,58.29582636,55.73888814,58.88210051,56.67017675,57.82659612,53.61051997,49.14760709,,,,,,
Arab World,CO2 emissions from liquid fuel consumption (kt),506068.002,490043.212,508711.909,517087.337,624625.779,622733.607,600163.222,666044.544,723326.751,725215.256,762589.32,720301.476,799108.973,869607.048,890519.949,873362.056,990647.384,971674.326,1038219.375,987893.467,919881.618,,,,,,
Arab World,CO2 emissions (kt),838864.28,879771.68,884602.46,896523.3,933988.54,985508.25,1019038.88,1049960.51,1106497.6,1182132.3,1245032.15,1296134.5,1400755.46,1447553.6,1533676.6,1567405.8,1674146.7,1706820.79,1766583.07,1809147.15,1827587.97,1843231.7,1826351.9,1845846.37,1765052.9,,
Arab World,CO2 emissions (kg per 2015 US$ of GDP),0.705676331,0.706744512,0.675973429,0.672609605,0.65753663,0.681909018,0.700107057,0.687681982,0.665910608,0.674306458,0.669339068,0.666434032,0.682366645,0.702432419,0.710619838,0.701603624,0.712733857,0.708100385,0.715504563,0.708315019,0.690079798,0.68760694,0.665031424,0.662995851,0.667853762,,
Arab World,CO2 emissions from gaseous fuel consumption (% of total),37.16868185,35.70026996,36.92316197,36.78820348,37.59657919,34.91388241,37.33013795,38.09285412,39.08943799,40.66248724,39.90620272,38.81010429,39.23553719,38.16933405,39.14931278,41.30790101,41.12908184,40.31811443,40.42954307,43.01210581,43.84897575,,,,,,
Arab World,CO2 emissions from gaseous fuel consumption (kt),318188.3861,313248.1008,332170.3983,334431.7965,352016.5832,346651.0778,387085.6502,404167.904,439812.951,497318.1803,514288.3306,524350.586,572667.194,580866.212,627755.1472,672082.4089,713825.3622,712110.2159,741294.7442,810116.9223,833572.7073,,,,,,
Arab World,CO2 intensity (kg per kg of oil equivalent energy use),2.583000121,2.559492074,2.539917768,2.543512827,2.56780465,2.534863927,2.518165085,2.545582704,2.532127167,2.601408608,2.555500782,2.559526855,2.573894916,2.566159612,2.555722361,2.598364207,2.574891311,2.62762348,2.625030371,,,,,,,,
Arab World,Energy use (kg of oil equivalent per capita),1281.786723,1299.865864,1288.586388,1272.81355,1272.863357,1337.705352,1373.016368,1364.85886,1413.727791,1467.576877,1531.096626,1557.63403,1635.939079,1677.457251,1735.212837,1703.940997,1802.870054,1759.610567,1916.305778,,,,,,,,
Arab World,Electric power consumption (kWh per capita),1281.519288,1323.272799,1412.682971,1461.552638,1491.965863,1552.438738,1618.80747,1688.369214,1735.715814,1808.906369,1904.01982,1953.209551,2013.223863,2065.782064,2237.153327,2275.266995,2315.981354,2369.437907,2440.349651,,,,,,,,
Arab World,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",114.1104115,112.8122074,108.0150295,107.0386694,104.8002489,110.7044466,115.5067633,111.7122235,109.4735676,109.6421445,111.0166316,110.9841355,113.2273417,119.1326324,121.0893163,118.0947926,122.3165219,119.1049854,121.5520265,,,,,,,,
Arab World,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0.000280126,0.000793814,0.00073525,0.006270827,0.049531062,0.094371217,0.084305642,0.112647187,0.134365078,0.128855806,0.126848453,0.164418823,0.165379002,0.203470487,0.28497105,0.281047347,0.252995739,0.354141654,0.41686496,0.452669665,,,,,,,
Arab World,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1000000,3000000,3000000,27000000,227000000,459000000,436000000,613000000,775000000,808000000,846000000,1166000000,1262000000,1631000000,2515000000,2561000000,2436000000,3534000000,4457000000,5117000000,,,,,,,
Arab World,Electricity production from oil sources (% of total),30.93178947,32.33389272,34.37440631,34.130252,34.40706883,31.88945281,33.08126311,32.49715141,31.52360777,27.40801263,26.4267611,26.87909331,27.07668361,24.25927091,22.76981013,22.89048884,24.09400139,22.73290792,23.08517154,20.4380752,,,,,,,
Arab World,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Arab World,Electricity production from natural gas sources (% of total),51.89809764,51.04329273,49.02548726,50.56353414,50.91204071,54.8455083,55.395961,56.60126047,57.71838322,60.3319468,61.24666153,61.03435409,61.40855188,60.89905352,61.54422897,61.56341588,61.11643815,62.81454807,61.37707551,63.8473003,,,,,,,
Arab World,Electricity production from hydroelectric sources (% of total),5.246199121,5.117982873,4.759518099,4.797879225,4.37400738,4.481296387,3.638291181,3.797294403,3.745751639,4.307738893,3.95689206,3.949859051,3.168147976,3.096094752,3.535114037,3.237696166,3.198796695,3.378876141,2.824991983,2.42992581,,,,,,,
Arab World,Electricity production from coal sources (% of total),1.663668121,1.694263485,1.831262577,1.604402638,1.916437535,2.392999112,2.226945128,2.159407981,2.170472796,2.030276316,1.934513882,1.756573996,1.528248746,1.355180808,1.231210908,1.281668085,1.231329014,1.205524645,1.479463753,1.51388235,,,,,,,
Arab World,"Foreign direct investment, net inflows (% of GDP)",0.597093468,1.356880416,1.487512952,0.424229062,0.468964246,1.11022964,0.763564863,1.635658317,2.01481054,3.534083244,4.496589818,4.551149118,3.924229534,3.858437216,2.998381612,1.754231566,1.814529982,1.4536518,1.076291988,1.005147059,1.290421765,1.149833628,1.214770748,1.360994936,1.48414645,1.907471304,1.544659485
Arab World,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Forest area (% of land area),3.623347817,3.605278835,3.587209853,3.569140871,3.55107189,3.536659224,3.522246559,3.507880282,3.493469993,3.47905457,3.464626442,3.45020858,3.435793284,3.42201156,3.407598144,3.389776401,2.956405437,2.937936997,2.919451747,2.900938039,2.883323261,2.863942909,2.844420469,2.826620788,2.808895261,2.791120845,
Arab World,Forest area (sq. km),493189.488,490730.041,488270.594,485811.147,483351.7,481389.93,479428.16,477466.39,475504.62,473542.85,471581.08,469619.31,467657.54,465695.77,463734,461308.84,387313.68,384888.52,382463.36,380038.2,377730.6,375191.7,372634.1,370302.7,367980.7,365652.433,
Arab World,Land area where elevation is below 5 meters (% of total land area),,,,,0.540842333,,,,,,,,,,,,,,,0.558047432,,,,,,,
Antigua and Barbuda,"Community health workers (per 1,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,"Mortality rate, under-5 (per 1,000 live births)",16,16.1,16,15.8,15.5,15.1,14.7,14.1,13.5,12.9,12.3,11.7,11.2,10.6,10.1,9.5,9,8.6,8.1,7.7,7.4,7.1,6.8,6.6,6.4,6.1,
Antigua and Barbuda,"Agriculture, forestry, and fishing, value added (% of GDP)",1.615363486,1.719024634,1.666480089,1.667681777,1.59689853,1.613380836,1.730920535,1.748065754,1.609973946,1.756335988,1.652115213,1.6058909,1.547636104,1.491637243,1.633408459,1.933181839,1.898847481,2.017298294,1.655760636,1.612326721,1.56801881,1.792111982,1.737181736,1.745958409,2.142180987,1.984620497,1.85732679
Antigua and Barbuda,CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,,,,,,,,,,,,,,,113,,,
Antigua and Barbuda,Marine protected areas (% of territorial waters),,,,,,,,,,,,,,,,,,,,,0.191718498,0.181504473,0.181504473,0.181504,0.299509,0.299942076,0.2999421
Antigua and Barbuda,"Annual freshwater withdrawals, total (% of internal resources)",5.884615385,6.320512885,6.756410192,7.192307692,7.628205192,8.0641025,8.5,8.9358975,9.371794808,9.807692308,9.615384615,9.423076923,9.230769231,9.038461538,8.846153846,8.653846154,8.461538462,8.461538462,8.461538462,8.461538462,8.461538462,8.461538462,8.461538462,8.461538462,8.461538462,,
Antigua and Barbuda,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,,,,2.75,,,,,,,,,,,
Antigua and Barbuda,Methane emissions (% change from 1990),4.560021177,4.137614472,3.497809117,3.317300652,3.283226511,5.567883573,7.204287146,8.748324453,10.95779312,11.62773016,13.18077881,14.64962772,16.41725897,17.95059531,19.47041463,20.66511878,21.85982293,,,,,,,,,,
Antigua and Barbuda,Methane emissions (kt of CO2 equivalent),156.675194,161.596202,166.39721,171.655718,176.444227,179.884349,182.969471,186.017094,189.257216,191.877339,194.171686,196.028534,198.107882,200.08973,186.231578,188.395993,190.435409,192.427325,194.50924,196.563656,198.516589,200.589522,202.304955,203.200389,204.865822,,
Antigua and Barbuda,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,CO2 emissions from solid fuel consumption (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Antigua and Barbuda,CO2 emissions from solid fuel consumption (kt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Antigua and Barbuda,CO2 emissions (kg per 2017 PPP $ of GDP),0.222710072,0.221763963,0.226305511,0.228362692,0.224507013,0.242279043,0.249649065,0.253327477,0.243963583,0.23493006,0.220227083,0.212191336,0.216727432,0.260840471,0.29064426,0.290277176,0.289302179,0.292909204,0.284405679,0.2817438,0.272676216,0.264151679,0.251480901,0.241200777,0.272612778,,
Antigua and Barbuda,CO2 emissions (kg per PPP $ of GDP),0.258624967,0.253160703,0.255469833,0.25420972,0.244381069,0.257915618,0.261682888,0.26039937,0.24421826,0.228024848,0.207355892,0.194532502,0.194952049,0.23313858,0.256692229,0.251149851,0.265210738,0.274914563,0.270443826,0.277019597,0.265818523,0.264151679,0.245577084,0.23138737,0.258152688,,
Antigua and Barbuda,CO2 emissions (metric tons per capita),3.650534399,3.757477042,3.940913851,4.054401864,4.16361335,4.223578036,4.340954725,4.619916747,4.654108765,4.716473225,4.91995797,5.111197815,5.142280573,5.365888282,5.435556334,5.258909938,5.359627712,5.343683967,5.34089381,5.450239602,5.526478512,5.488427222,5.550826185,5.525581597,5.121730122,,
Antigua and Barbuda,CO2 emissions from liquid fuel consumption (% of total),104.7714286,102.676,96.67545455,100.0090909,104.4539394,99.53285714,94.96589744,98.38292683,105.42625,104.6436585,100.8425,102.0382609,100.0785417,36.67,107.0165306,100.6627451,72.83069444,111.5704255,110.01,111.5067347,111.4768,,,,,,
Antigua and Barbuda,CO2 emissions from liquid fuel consumption (kt),293.36,308.028,319.029,330.03,344.698,348.365,370.367,403.37,421.705,429.039,443.707,469.376,480.377,509.713,524.381,513.38,524.381,524.381,528.048,546.383,557.384,,,,,,
Antigua and Barbuda,CO2 emissions (kt),254.8,267.6,286,299.3,312.5,321.9,335.1,360.7,367.4,376.7,398,419.2,428.1,453.6,465.8,456.1,469.9,472.9,476.6,490.2,500.5,500.1,508.6,509,474.6,,
Antigua and Barbuda,CO2 emissions (kg per 2015 US$ of GDP),0.28988601,0.288654526,0.294565939,0.297243627,0.29222496,0.31535756,0.324950598,0.329738528,0.317550208,0.305791907,0.286654077,0.276194512,0.282098829,0.339517663,0.378311156,0.377833349,0.376564263,0.381259274,0.370190835,0.366726054,0.354923419,0.343827629,0.32733497,0.313954058,0.354840846,,
Antigua and Barbuda,CO2 emissions from gaseous fuel consumption (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Antigua and Barbuda,CO2 emissions from gaseous fuel consumption (kt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Antigua and Barbuda,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,2.962962963,2.99270073,3.076923077,3.150684932,,,,,,,,,,,,,,,
Antigua and Barbuda,Energy use (kg of oil equivalent per capita),,,,,,,,,1710.137951,1715.308818,1767.723592,1780.14046,,,,,,,,,,,,,,,
Antigua and Barbuda,Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,89.64366833,85.44045194,79.12681621,73.90251675,,,,,,,,,,,,,,,
Antigua and Barbuda,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,"Foreign direct investment, net inflows (% of GDP)",3.053644795,3.371116686,3.128911776,6.759662403,5.217506275,12.29912553,8.08774098,19.42104893,8.73806634,21.60032983,30.9952184,25.76289072,11.58946123,6.565554607,8.416401826,5.72771404,10.78106076,11.36647426,3.701837809,8.530357747,6.782192764,10.30491881,12.75001898,7.654930828,5.451310501,15.67303774,11.14304476
Antigua and Barbuda,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,,,,,,,,,,,,,,,
